DEPTH,GR
378.561,14.065
378.714,13.855
378.866,13.622
379.019,12.71
379.171,12.855
379.323,13.768
379.476,13.833
379.628,12.774
379.781,12.857
379.933,12.63
380.085,11.482
380.238,10.967
380.39,10.586
380.543,10.762
380.695,11.556
380.847,12.532
381,12.906
381.152,13.137
381.305,13.049
381.457,14.061
381.609,14.228
381.762,14.82
381.914,15.221
382.067,14.202
382.219,13.165
382.371,13.766
382.524,14.096
382.676,13.266
382.829,11.908
382.981,11.445
383.133,11.457
383.286,12.043
383.438,12.303
383.591,12.203
383.743,11.852
383.895,11.474
384.048,11.355
384.2,12.171
384.353,13.818
384.505,15.271
384.657,15.574
384.81,14.976
384.962,15.612
385.115,15.908
385.267,15.187
385.419,14.004
385.572,13.742
385.724,14.552
385.877,15.953
386.029,16.407
386.181,15.493
386.334,14.267
386.486,13.859
386.639,14.71
386.791,16.78
386.943,18.667
387.096,19.188
387.248,18.511
387.401,16.06
387.553,15.947
387.705,17.361
387.858,17.296
388.01,15.072
388.163,13.84
388.315,14.097
388.467,14.682
388.62,14.533
388.772,14.062
388.925,13.425
389.077,12.321
389.229,11.306
389.382,11.742
389.534,12.588
389.687,13.578
389.839,14.148
389.991,14.271
390.144,14.074
390.296,13.954
390.449,13.4
390.601,13
390.753,13.244
390.906,14.488
391.058,15.907
391.211,15.833
391.363,15.213
391.515,13.384
391.668,10.792
391.82,9.429
391.973,9.479
392.125,9.344
392.277,9.393
392.43,10.711
392.582,13.05
392.735,15.081
392.887,15.848
393.039,14.004
393.192,12.375
393.344,12.125
393.497,12.126
393.649,11.864
393.801,11.385
393.954,11.177
394.106,11.734
394.259,12.524
394.411,13.142
394.563,13.284
394.716,12.827
394.868,12.231
395.021,12.658
395.173,16.024
395.325,18.913
395.478,19.152
395.63,17.214
395.783,16.585
395.935,15.661
396.087,13.591
396.24,12.513
396.392,13.282
396.545,13.517
396.697,13.611
396.849,13.762
397.002,13.022
397.154,11.229
397.307,11.131
397.459,11.579
397.611,12.939
397.764,14.774
397.916,15.425
398.069,15.534
398.221,15.14
398.373,13.432
398.526,12.12
398.678,12.27
398.831,13.439
398.983,14.164
399.135,14.181
399.288,13.96
399.44,13.945
399.593,14.357
399.745,15.034
399.897,15.038
400.05,15.248
400.202,16.275
400.355,16.934
400.507,16.856
