DEPTH,GR
242.164,8.016
242.316,7.148
242.468,7.805
242.621,8.555
242.773,8.336
242.926,9.195
243.078,9.969
243.23,11.047
243.383,9.305
243.535,9.695
243.688,8.844
243.84,9.508
243.992,8.945
244.145,8.945
244.297,9.367
244.45,9.117
244.602,10.641
244.754,9.68
244.907,9.695
245.059,10.141
245.212,10.719
245.364,10.93
245.516,11.367
245.669,10.008
245.821,8.703
245.974,6.945
246.126,8.68
246.278,9.555
246.431,8.695
246.583,7.742
246.736,7.297
246.888,7.727
247.04,7.922
247.193,9.227
247.345,10.258
247.498,11.242
247.65,10.359
247.802,8.438
247.955,7.582
248.107,8.234
248.26,9.609
248.412,9.617
248.564,8.281
248.717,6.711
248.869,7.125
249.022,8.461
249.174,9.102
249.326,8.008
249.479,6.488
249.631,7.207
249.784,8.531
249.936,9.086
250.088,10.328
250.241,10.313
250.393,10.688
250.546,10.266
250.698,9.617
250.85,8.281
251.003,6.754
251.155,5.863
251.308,6.488
251.46,5.84
251.612,7.391
251.765,7.18
251.917,8.266
252.07,8.648
252.222,10.602
252.374,10.391
252.527,7.688
252.679,7.469
252.832,8.992
252.984,10.344
253.136,9.688
253.289,8.594
253.441,9.766
253.594,8.477
253.746,8.906
253.898,7.832
254.051,10
254.203,8.828
254.356,8.172
254.508,8.391
254.66,8.578
254.813,8.805
254.965,7.281
255.118,7.098
255.27,8.602
255.422,8.375
255.575,8.57
255.727,7.289
255.88,7.727
256.032,7.91
256.184,8.125
256.337,9.219
256.489,10.594
256.642,11.68
256.794,11.008
256.946,9.07
257.099,8.422
257.251,7.77
257.404,9.109
257.556,8.672
257.708,9.336
257.861,8.18
258.013,7.102
258.166,6.164
258.318,7.551
258.47,7.543
258.623,7.152
258.775,7.582
258.928,8.016
259.08,9.563
259.232,7.602
259.385,7.59
259.537,6.715
259.69,7.59
259.842,7.969
259.994,8.406
260.147,7.09
260.299,6.938
260.452,6.59
260.604,7.469
260.756,8.406
260.909,8.102
261.061,6.797
261.214,5.82
261.366,7.133
261.518,8
261.671,8.977
261.823,8.313
261.976,8.539
262.128,9.891
262.28,10.133
262.433,9.289
262.585,7.652
262.738,8.477
262.89,10.961
263.042,10.969
263.195,9.25
263.347,7.176
263.5,7.047
263.652,8.781
263.804,10.961
263.957,11.352
264.109,10.266
264.262,8.977
264.414,8.797
264.566,10.305
264.719,10.078
264.871,12.008
265.024,10.93
265.176,11.797
265.328,10.664
265.481,11.539
265.633,10.945
265.786,8.328
265.938,6.152
266.09,5.195
266.243,7.797
266.395,8.875
266.548,11.383
266.7,9.43
266.852,8.891
267.005,7.504
267.157,9.43
267.31,8.453
267.462,8.109
267.614,9.016
267.767,9.406
267.919,10.563
268.072,8.602
268.224,10.148
268.376,10.445
268.529,12.492
268.681,12.086
268.834,11.781
268.986,8.859
269.138,10.242
269.291,8.773
269.443,9.18
269.596,7.367
269.748,7.875
269.9,8.438
270.053,7.555
270.205,6.387
270.358,8.258
270.51,9.203
270.662,10.516
270.815,8.063
270.967,9.508
271.12,8.961
271.272,9.867
271.424,7.648
271.577,8.852
271.729,8.328
271.882,9.688
272.034,10.82
272.186,10.469
272.339,10.094
272.491,10.023
272.644,10.359
272.796,9.438
272.948,7.375
273.101,8.133
273.253,8.273
273.406,7.734
273.558,7.172
273.71,8.109
273.863,8.469
274.015,8.813
274.168,7.684
274.32,8
274.472,7.668
274.625,7.703
274.777,7.766
274.93,8.102
275.082,9.211
275.234,10.023
275.387,8.148
275.539,8.344
275.692,7.02
275.844,8.938
275.996,8.711
276.149,9.156
276.301,8
276.454,8.656
276.606,8.727
276.758,9.883
276.911,9.445
277.063,10.031
277.216,9.766
277.368,9.578
277.52,7.621
277.673,6.539
277.825,6.34
277.978,7.652
278.13,8.234
278.282,8.625
278.435,9.461
278.587,11
278.74,10.352
278.892,8.617
279.044,8.656
279.197,8.922
279.349,10.477
279.502,9.656
279.654,8.734
279.806,9.883
279.959,9.406
280.111,9.359
280.264,7.043
280.416,8.336
280.568,9.68
280.721,11.039
280.873,10.984
281.026,10.125
281.178,10.125
281.33,10.852
281.483,10.375
281.635,9.406
281.788,7.875
281.94,9.773
282.092,10.313
282.245,9.773
282.397,8.789
282.55,7.875
282.702,7.773
282.854,6.66
283.007,8.984
283.159,9.188
283.312,10.719
283.464,9.125
283.616,8.258
283.769,9.422
283.921,9.188
284.074,11.492
284.226,10.117
284.378,10
284.531,9.875
284.683,9.133
284.836,9.898
284.988,8.688
285.14,9.008
285.293,9.016
285.445,9.578
285.598,9.797
285.75,11.148
285.902,10.914
286.055,11.711
286.207,10.164
286.36,11.055
286.512,9.922
286.664,10.336
286.817,10.469
286.969,11.438
287.122,10.82
287.274,11.188
287.426,12.703
287.579,12.516
287.731,11.805
287.884,10.461
288.036,11.695
288.188,11.086
288.341,11.273
288.493,11.047
288.646,11.227
288.798,10.859
288.95,11.406
289.103,10.641
289.255,9.789
289.408,8.039
289.56,10.086
289.712,10.93
289.865,10.164
290.017,8.422
290.17,8.422
290.322,10.172
290.474,11.211
290.627,10.25
290.779,10.258
290.932,9.875
291.084,9.563
291.236,9.148
291.389,10.109
291.541,11.648
291.694,11.078
291.846,9.461
291.998,8.438
292.151,9.398
292.303,12.219
292.456,13.945
292.608,13.953
292.76,12.375
292.913,11.016
293.065,10.375
293.218,9.789
293.37,9.773
293.522,11.547
293.675,10.586
293.827,11.234
293.98,9.688
294.132,10.438
294.284,9.813
294.437,9.43
294.589,8.336
294.742,8.141
294.894,8.969
295.046,8.742
295.199,9.523
295.351,9.078
295.504,11.586
295.656,9.844
295.808,9.18
295.961,9.172
296.113,11.602
296.266,10.93
296.418,9.383
296.57,8.531
296.723,10.086
296.875,9.703
297.028,9.039
297.18,8.656
297.332,9.18
297.485,9.789
297.637,9.977
297.79,8.898
297.942,8.914
298.094,7.586
298.247,7.754
298.399,8.914
298.552,12.172
298.704,13.734
298.856,11.938
299.009,9.992
299.161,9.969
299.314,10.414
299.466,11.969
299.618,10.82
299.771,10.375
299.923,8.656
300.076,10.266
300.228,10.508
300.38,11.648
300.533,9.484
300.685,8.711
300.838,6.98
300.99,9.172
301.142,9.758
301.295,9.211
301.447,7.578
301.6,8.344
301.752,10.273
301.904,10.836
302.057,9.773
302.209,9.93
302.362,9.898
302.514,10.75
302.666,10.18
302.819,11.031
302.971,11.211
303.124,13.148
303.276,12.359
303.428,12
303.581,7.664
303.733,8.82
303.886,10.758
304.038,11.398
304.19,10.031
304.343,7.008
304.495,8.156
304.648,9.313
304.8,9.531
304.952,8.969
305.105,7.965
305.257,7.863
305.41,8.453
305.562,8.477
305.714,8.289
305.867,8.414
306.019,9.008
306.172,8.234
306.324,8.039
306.476,6.313
306.629,8.633
306.781,8.617
306.934,8.625
307.086,7.594
307.238,7.859
307.391,8.805
307.543,10.289
307.696,9.711
307.848,10.305
308,9.078
308.153,10.273
308.305,11.43
308.458,12.391
308.61,12.805
308.762,11.063
308.915,10.703
309.067,9.281
309.22,10.539
309.372,11.5
309.524,11.898
309.677,12.977
309.829,11.984
309.982,13.914
310.134,12.93
310.286,11.641
310.439,10.094
310.591,10.844
310.744,13.484
310.896,14.094
311.048,11.703
311.201,11.508
311.353,12.227
311.506,14.453
311.658,13.094
311.81,11.023
311.963,10.836
312.115,11.484
312.268,12.617
312.42,11.867
312.572,11.211
312.725,10.859
312.877,10.836
313.03,11.281
313.182,12.82
313.334,13.594
313.487,13.57
313.639,13.367
313.792,13.078
313.944,13.992
314.096,13.078
314.249,12.195
314.401,11.945
314.554,12.117
314.706,13.477
314.858,13.273
315.011,14.031
315.163,13.727
315.316,14.359
315.468,14.93
315.62,15.227
315.773,12.633
315.925,11.094
316.078,11.695
316.23,12.195
316.382,11.164
316.535,10.953
316.687,11.344
316.84,11.773
316.992,8.867
317.144,10.57
317.297,11.734
317.449,13.734
317.602,12.594
317.754,12.305
317.906,13.211
318.059,13.227
318.211,13.219
318.364,12.813
318.516,11.992
318.668,13.078
318.821,12.625
318.973,17.328
319.126,17.344
319.278,17.422
319.43,13.797
319.583,11.664
319.735,13.195
319.888,12.758
320.04,13.32
320.192,11.898
320.345,13.047
320.497,11.984
320.65,12.641
320.802,12.164
320.954,14.969
321.107,12.648
321.259,12.414
321.412,11.055
321.564,11.617
321.716,11.734
321.869,11.398
322.021,12.398
322.174,13.148
322.326,13.883
322.478,13.352
322.631,14.164
322.783,13.625
322.936,15.891
323.088,16.844
323.24,17.953
323.393,19.484
323.545,17.719
323.698,18.703
323.85,17.75
324.002,17.031
324.155,18.844
324.307,19.047
324.46,20.75
324.612,18.75
324.764,17.75
324.917,17
325.069,15.625
325.222,15.32
325.374,14.359
325.526,14.711
325.679,12.906
325.831,13.867
325.984,14.094
326.136,16.313
326.288,15.164
326.441,14.938
326.593,11.945
326.746,11.805
326.898,12.031
327.05,15.461
327.203,15.023
327.355,14.438
327.508,11.391
327.66,10.414
327.812,9.031
327.965,9.031
328.117,9.781
328.27,10.594
328.422,9.938
328.574,12.297
328.727,12.297
328.879,14.453
329.032,15.617
329.184,14.359
329.336,13.828
329.489,10.328
329.641,12.172
329.794,13.125
329.946,12.188
330.098,12.523
330.251,10.977
330.403,11.273
330.556,11.344
330.708,10.563
330.86,11.195
331.013,10.391
331.165,11.203
331.318,12.586
331.47,12.031
331.622,11.992
331.775,9.539
331.927,9.148
332.08,8.953
332.232,13.078
332.384,14.43
332.537,14.242
332.689,11.031
332.842,9.188
332.994,8.594
333.146,9.844
333.299,13.016
333.451,14.031
333.604,13.938
333.756,11.438
